track_name,artist(s)_name,artist_count,released_year,released_month,released_day,release_date,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,streams (millions)
Dark Red,Steve Lacy,1,2017,2,20,2/20/2017,10431,7,920045682,71,53,181,0,10,172,F#,Major,60,77,78,45,0,12,6,920.045682
Stan,"Eminem, Dido",2,1999,11,21,11/21/1999,17115,0,918915401,83,63,"4,180",0,0,80,F#,Minor,78,53,74,4,0,45,21,918.915401
Moscow Mule,Bad Bunny,1,2022,5,6,5/6/2022,4572,33,909001996,74,113,85,9,2,100,F,Minor,80,29,67,29,0,12,3,909.001996
Calm Down (with Selena Gomez),"R��ma, Selena G",2,2022,3,25,3/25/2022,7112,77,899183384,202,119,318,38,96,107,B,Major,80,82,80,43,0,14,4,899.183384
Infinity,Jaymes Young,1,2017,6,23,6/23/2017,4375,0,888046992,24,0,396,0,0,122,B,Minor,67,50,67,15,0,30,4,888.046992
Heartless,Kanye West,1,2008,1,1,1/1/2008,17504,34,887906111,63,39,"1,315",0,2,88,A#,Minor,79,66,65,5,0,25,14,887.906111
PROVENZA,Karol G,1,2022,4,21,4/21/2022,6587,34,885093467,114,104,147,11,20,111,C#,Major,87,53,52,66,1,11,5,885.093467
Lover,Taylor Swift,1,2012,1,1,1/1/2012,8448,23,882831184,160,110,163,0,5,206,G,Major,43,50,55,50,0,15,10,882.831184
MIDDLE OF THE NIGHT,Elley Duh�,1,2020,1,10,1/10/2020,4057,8,872137015,78,21,240,1,52,186,E,Minor,41,9,61,2,0,12,5,872.137015
Streets,Doja Cat,1,2019,11,7,11/7/2019,5728,0,865640097,85,87,179,0,12,90,B,Major,75,19,46,21,4,34,8,865.640097
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",4,2021,1,15,1/15/2021,12043,0,863756573,209,54,710,0,18,123,D,Major,82,80,86,1,0,30,13,863.756573
MONEY,Lisa,1,2021,9,10,9/10/2021,2566,13,863625566,44,109,131,0,,140,C#,Minor,83,40,55,16,0,14,23,863.625566
I WANNA BE YOUR SLAVE,M��ne,1,2021,3,19,3/19/2021,4873,0,851070493,65,88,434,3,13,133,C#,Major,75,96,61,0,0,18,4,851.070493
happier,Olivia Rodrigo,1,2021,5,21,5/21/2021,3069,4,850608354,25,46,105,0,45,169,F#,Major,39,36,45,81,0,8,13,850.608354
Creepin',"The Weeknd, 21 Savage, Metro Boomin",3,2022,12,2,12/2/2022,6036,88,843957510,113,149,245,23,27,98,C#,Minor,71,17,61,36,0,8,5,843.95751
The Next Episode,"Dr. Dre, Snoop Dogg",2,1999,1,1,1/1/1999,31762,0,843309044,142,40,"5,451",1,953,95,D#,Minor,92,31,89,3,0,8,25,843.309044
Apocalypse,Cigarettes After Sex,1,2017,3,21,3/21/2017,13091,17,841749534,61,96,790,2,116,94,F,Major,37,17,47,2,46,11,3,841.749534
Dream On,Aerosmith,1,1973,1,5,1/5/1973,168,0,838586769,0,0,5,0,0,80,F,Minor,39,24,43,39,0,23,3,838.586769
Bones,Imagine Dragons,1,2021,3,11,3/11/2021,4198,44,838079900,98,108,327,17,153,114,F,Minor,77,65,72,2,0,7,5,838.0799
Santa Tell Me,Ariana Grande,1,2013,12,13,12/13/2013,9408,0,834129063,231,106,439,0,,133,G,Major,46,53,63,5,0,30,18,834.129063
Good Days,SZA,1,2020,12,24,12/24/2020,10426,2,826623384,133,109,182,1,10,121,C#,Minor,46,53,78,23,0,72,6,826.623384
Freaks,Surf Curse,1,2015,5,10,5/10/2015,3006,3,824420218,23,21,121,0,13,180,A,Major,35,41,94,0,63,5,5,824.420218
Bad Habit,Steve Lacy,1,2022,6,29,6/29/2022,8186,12,822633917,155,72,131,16,29,169,C#,Major,69,69,51,63,0,38,4,822.633917
Lost,Frank Ocean,1,2012,1,1,1/1/2012,29499,11,822239726,124,27,587,0,4,123,A#,Minor,91,49,61,3,0,17,22,822.239726
cardigan,Taylor Swift,1,2020,7,24,7/24/2020,7923,29,812019557,106,112,142,4,215,130,,Minor,61,53,58,55,0,27,4,812.019557
Desesperados,"Chencho Corleone, Rauw Alejandro",2,2021,6,25,6/25/2021,6821,34,809306935,83,58,128,7,0,90,C#,Minor,87,51,69,36,0,9,8,809.306935
It's Beginning To Look A Lot Like Christmas,Michael Bubl�,1,2011,10,14,10/14/2011,12353,0,807561936,35,0,549,0,0,93,E,Major,35,38,23,91,0,29,3,807.561936
Golden,Harry Styles,1,2019,12,13,12/13/2019,8429,1,807015863,85,24,200,0,2,140,E,Minor,45,25,84,21,0,13,6,807.015863
Pink + White,Frank Ocean,1,2016,8,20,8/20/2016,21574,30,806397070,112,68,266,1,39,160,A,Major,54,54,55,67,0,42,11,806.39707
Cruel Summer,Taylor Swift,1,2019,8,23,8/23/2019,7858,100,800840817,116,207,125,12,548,170,A,Major,55,58,72,11,0,11,15,800.840817
RAPSTAR,Polo G,1,2021,4,9,4/9/2021,4731,0,797402345,141,12,78,0,0,81,F#,Major,79,44,54,41,0,13,24,797.402345
Levitating,Dua Lipa,1,2020,3,27,3/27/2020,9833,0,797196073,233,82,531,1,1,103,F#,Minor,69,90,88,5,0,29,8,797.196073
Space Song,Beach House,1,2015,1,1,1/1/2015,17852,4,789753877,69,76,335,0,,147,,Minor,51,62,79,22,13,14,3,789.753877
Style,Taylor Swift,1,2014,1,1,1/1/2014,7830,42,786181836,94,111,151,4,82,95,D,Major,60,48,79,0,0,12,4,786.181836
favorite crime,Olivia Rodrigo,1,2021,5,21,5/21/2021,3681,0,783706581,20,21,99,0,7,173,A,Major,40,19,29,86,0,34,4,783.706581
DESPECH�,ROSAL�,1,2022,7,28,7/28/2022,7613,33,782369383,180,90,422,15,55,130,G,Major,92,78,62,18,0,6,10,782.369383
Bored,Billie Eilish,1,2017,3,30,3/30/2017,4204,0,777765388,39,45,250,0,0,120,G,Major,60,11,33,90,0,8,5,777.765388
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",3,2021,10,5,10/5/2021,3423,26,775542072,61,65,53,6,0,170,E,Minor,64,14,70,9,0,9,8,775.542072
Rockin' Around The Christmas Tree,Brenda Lee,1,1958,1,1,1/1/1958,14994,0,769213520,191,168,206,0,,140,G#,Major,70,85,41,71,0,45,5,769.21352
La Santa,"Daddy Yankee, Bad Bunny",2,2020,2,29,2/29/2020,4890,20,759208783,52,42,100,0,0,93,C#,Major,74,59,87,3,0,8,5,759.208783
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",2,2022,3,4,3/4/2022,6111,4,756907987,185,40,492,9,35,95,G#,Major,76,96,70,18,0,33,4,756.907987
golden hour,JVKE,1,2022,7,15,7/15/2022,4511,36,751134527,70,58,109,18,230,94,C#,Minor,51,14,59,65,18,25,3,751.134527
Late Night Talking,Harry Styles,1,2022,5,20,5/20/2022,7461,8,743693613,166,42,199,16,58,115,A#,Major,71,90,73,30,0,11,5,743.693613
Jingle Bell Rock,Bobby Helms,1,1957,1,1,1/1/1957,10326,0,741301563,165,99,104,0,,119,D,Major,74,78,37,84,0,6,3,741.301563
love nwantiti (ah ah ah),Ckay,1,2019,7,26,7/26/2019,5669,2,726837877,74,0,262,14,,93,F,Minor,74,53,73,61,0,13,4,726.837877
Until I Found You,Stephen Sanchez,1,2021,9,1,9/1/2021,4427,4,726434358,69,100,154,20,438,202,A#,Major,34,25,51,69,0,18,4,726.434358
SNAP,Rosa Linn,1,2022,3,19,3/19/2022,3202,18,726307468,148,80,226,24,0,170,,Major,56,53,64,11,0,45,6,726.307468
Ella Baila Sola,"Eslabon Armado, Peso Pluma",2,2023,3,16,3/16/2023,3090,50,725980112,34,222,43,13,418,148,F,Minor,67,83,76,48,0,8,3,725.980112
About Damn Time,Lizzo,1,2022,7,15,7/15/2022,2332,2,723894473,0,0,25,0,0,109,A#,Minor,84,72,74,10,0,34,7,723.894473
we fell in love in october,girl in red,1,2022,4,14,4/14/2022,9021,0,723894473,242,49,272,21,24,109,A#,Minor,84,72,74,10,0,34,7,723.894473
"Shakira: Bzrp Music Sessions, Vol. 53","Shakira, Bizarrap",1,2018,11,21,11/21/2018,6858,0,723043854,31,21,15,0,4,130,G,Major,57,24,37,11,18,16,3,723.043854
Qu�� M��,"J Balvin, Maria Becerra",2,2023,1,11,1/11/2023,5724,44,721975598,119,108,254,29,22,122,D,Minor,78,50,63,27,0,9,5,721.975598
Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, BTS, Jung Kook",2,2021,1,28,1/28/2021,8087,0,720825549,92,34,131,0,0,102,G#,Major,89,77,82,3,0,17,11,720.825549
MAMIII,"Karol G, Becky G",3,2022,6,24,6/24/2022,3107,39,720434240,38,0,4,0,0,101,D,Major,88,72,59,62,0,9,3,720.43424
I Was Never There,"The Weeknd, Gesaffelstein",2,2022,2,10,2/10/2022,6809,28,716591492,151,102,175,5,29,94,E,Minor,84,90,70,9,0,14,8,716.591492
Master of Puppets (Remastered),Metallica,1,2022,3,19,3/19/2022,1818,0,711366595,3,0,63,0,353,170,,Major,56,52,64,11,0,45,7,711.366595
Bound 2,Kanye West,2,2018,3,29,3/29/2018,4188,15,705469769,30,70,142,0,27,114,A#,Major,32,17,74,14,0,17,3,705.469769
After Hours,The Weeknd,1,1986,3,3,3/3/1986,6080,0,704171068,112,198,406,1,0,105,E,Minor,54,59,83,0,44,20,4,704.171068
First Class,Jack Harlow,1,2013,1,1,1/1/2013,19806,7,703301727,33,11,274,0,0,149,C#,Major,37,28,66,14,0,9,5,703.301727
Snowman,Sia,1,2020,2,19,2/19/2020,8084,6,698086140,45,115,218,1,221,109,F,Minor,66,16,57,10,1,12,3,698.08614
Lost in the Fire,"The Weeknd, Gesaffelstein",1,2022,4,8,4/8/2022,8737,0,694525298,163,32,137,15,12,107,G#,Major,91,32,56,3,0,11,10,694.525298
A Tu Merced,Bad Bunny,1,2017,1,1,1/1/2017,5140,0,690104769,85,110,500,0,,105,C#,Major,72,33,51,48,0,9,3,690.104769
Don���t Bl,Taylor Swift,2,2019,1,11,1/11/2019,7731,2,686734357,110,145,447,0,46,101,D,Major,66,18,68,9,0,12,4,686.734357
Reminder,The Weeknd,1,2020,2,29,2/29/2020,4214,11,685071800,21,20,40,0,0,92,,Major,86,89,79,17,0,11,6,685.0718
Una Noche en Medell�,Cris Mj,1,2017,11,8,11/8/2017,4875,23,685032533,19,45,0,0,10,136,A,Minor,62,19,53,11,0,6,4,685.032533
Romantic Homicide,d4vd,1,2016,11,25,11/25/2016,6518,17,684675814,45,85,238,1,47,160,G#,Major,71,40,50,16,0,16,22,684.675814
Cool for the Summer,Demi Lovato,1,2022,1,21,1/21/2022,5415,32,682475162,46,16,53,1,2,96,A#,Minor,87,82,53,10,0,5,8,682.475162
Forgot About Dre,"Eminem, Dr. Dre",1,2022,7,20,7/20/2022,2335,23,681583126,82,55,50,0,9,132,F#,Major,56,20,55,45,1,32,3,681.583126
Do It To It,"Cherish, ACRAZE",1,2015,1,1,1/1/2015,9243,0,677389855,155,5,577,0,6,114,F,Minor,59,30,62,1,0,8,4,677.389855
Hey Mor,"Ozuna, Feid",2,1999,1,1,1/1/1999,19067,0,675039469,78,15,"1,674",0,3,134,G#,Major,93,61,74,9,0,17,8,675.039469
Volv�,"Aventura, Bad Bunny",2,2021,8,20,8/20/2021,12403,0,674772936,183,63,465,0,11,125,B,Minor,85,64,81,2,5,7,9,674.772936
You Right,"Doja Cat, The Weeknd",2,2022,10,6,10/6/2022,4637,38,674072710,63,79,89,11,16,98,C#,Minor,90,40,59,0,0,10,29,674.07271
Neverita,Bad Bunny,2,2021,8,3,8/3/2021,5375,10,673801126,138,24,133,0,1,176,C#,Major,73,79,86,42,0,7,18,673.801126
"jealousy, jealousy",Olivia Rodrigo,2,2021,6,24,6/24/2021,5073,0,672656250,83,9,100,0,4,129,G#,Major,83,44,62,2,0,8,6,672.65625
It's the Most Wonderful Time of the Year,Andy Williams,1,2022,5,6,5/6/2022,2590,30,671365962,20,64,35,6,0,122,A#,Major,88,43,50,7,0,14,5,671.365962
Gasolina,Daddy Yankee,1,2021,5,21,5/21/2021,3257,0,665765558,10,0,70,0,0,164,A#,Minor,70,71,58,24,0,7,13,665.765558
The Motto,"Ti��sto, Ava",1,1963,10,14,10/14/1963,8879,0,663832097,182,107,160,0,1,202,G,Major,24,76,60,77,0,12,4,663.832097
Superman,"Eminem, Dina Rae",1,2004,7,13,7/13/2004,6457,18,657723613,98,95,453,0,454,96,,Major,86,74,80,33,0,8,6,657.723613
Sunroof,"Nicky Youre, Dazy",2,2021,11,4,11/4/2021,9151,6,656013912,240,107,268,0,5,118,G,Minor,75,46,76,3,0,9,4,656.013912
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",2,2002,5,26,5/26/2002,7615,14,655466831,18,51,"1,005",0,0,130,E,Minor,80,64,76,2,0,20,6,655.466831
After Dark,Mr.Kitty,2,2021,12,3,12/3/2021,3741,17,652704649,156,35,110,19,0,131,A#,Major,77,84,71,35,0,15,4,652.704649
Here With Me,d4vd,2,2021,4,28,4/28/2021,4893,4,651732901,143,24,110,0,70,120,G,Major,72,67,72,0,0,13,4,651.732901
Mistletoe,Justin Bieber,1,2014,8,8,8/8/2014,1776,14,646886885,1,9,3,0,0,140,G#,Major,58,4,60,7,41,8,3,646.886885
2055,Sleepy hallow,1,2022,7,17,7/17/2022,3246,23,635412045,94,85,68,1,84,132,E,Major,58,27,48,50,0,12,3,635.412045
Sparks,Coldplay,1,2011,1,1,1/1/2011,9577,0,629173063,195,111,310,0,0,162,F#,Minor,67,88,54,51,0,9,4,629.173063
Enchanted,Taylor Swift,1,2021,4,14,4/14/2021,2226,0,624515457,29,0,44,0,0,161,F#,Minor,78,65,52,46,0,12,31,624.515457
TQG,"Karol G, Shakira",1,2000,7,10,7/10/2000,10826,4,624101957,24,0,805,0,0,103,C#,Major,37,17,27,75,5,10,3,624.101957
Jimmy Cooks (feat. 21 Savage),"Drake, 21 Savage",1,2010,1,1,1/1/2010,4564,16,621660989,24,101,113,0,40,164,G#,Major,45,24,62,8,0,16,3,621.660989
Party,"Bad Bunny, Rauw Alejandro",2,2023,2,23,2/23/2023,4284,49,618990393,115,123,184,18,354,180,E,Minor,72,61,63,67,0,9,28,618.990393
Moth To A Flame (with The Weeknd),"The Weeknd, Swedish House Mafia",2,2022,6,17,6/17/2022,5871,27,618885532,81,121,58,1,34,163,,Major,54,40,67,0,0,9,17,618.885532
Stargirl Interlude,"The Weeknd, Lana Del Rey",2,2022,5,6,5/6/2022,3185,4,614555082,38,64,37,3,36,97,A,Major,83,47,80,2,0,24,9,614.555082
Volando - Remix,"Sech, Bad Bunny, Mora",2,2021,10,22,10/22/2021,7495,17,611994237,114,172,284,2,,120,,Minor,56,16,67,0,0,11,4,611.994237
I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",2,2016,11,24,11/24/2016,1275,32,611700552,13,8,5,0,1,90,F,Minor,59,52,48,38,5,10,11,611.700552
Permission to Dance,BTS,3,2021,7,8,7/8/2021,3272,19,610045621,101,34,70,1,2,154,F#,Major,66,63,69,21,0,11,7,610.045621
Tarot,"Bad Bunny, Jhay Cortez",2,2022,6,3,6/3/2022,5281,14,609293408,94,21,80,15,38,101,F,Major,74,43,69,12,0,12,7,609.293408
august,Taylor Swift,1,2021,7,9,7/9/2021,1801,2,608334048,77,134,74,0,2,125,A,Major,70,65,74,1,0,34,4,608.334048
Te Felicito,"Shakira, Rauw Alejandro",2,2022,5,6,5/6/2022,2482,20,608228647,27,77,22,2,0,114,B,Minor,80,42,68,2,0,66,4,608.228647
Feliz Cumplea��os Fe,Feid,1,2020,7,24,7/24/2020,7324,22,607123776,25,81,61,1,44,90,F,Major,51,42,61,53,0,9,3,607.123776
Until I Found You (with Em Beihold) - Em Beihold Version,"Em Beihold, Stephen Sanchez",2,2022,4,21,4/21/2022,4796,9,606361689,124,66,212,13,1,174,F,Major,70,57,64,23,0,8,32,606.361689
Softcore,The Neighbourhood,1,2022,8,19,8/19/2022,3430,38,601863821,45,69,52,4,3,95,F,Major,87,57,55,10,0,29,7,601.863821
Mi��n,"Tini, Maria Becerra",2,2022,4,22,4/22/2022,2790,30,600976848,60,96,71,0,115,101,A#,Major,34,32,57,78,0,20,3,600.976848
CUFF IT,Beyonc�,1,2018,3,9,3/9/2018,3947,12,599770206,33,102,93,0,30,94,D,Major,57,36,58,5,0,15,3,599.770206
Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",2,2021,4,29,4/29/2021,3406,16,596152090,61,23,70,1,0,92,D,Major,85,92,54,16,0,29,7,596.15209
Fair Trade (with Travis Scott),"Drake, Travis Scott",1,2022,7,29,7/29/2022,7842,10,595900742,215,88,330,26,23,115,G,Major,78,64,69,4,0,7,14,595.900742
Only Love Can Hurt Like This,Paloma Faith,3,2021,9,3,9/3/2021,5199,0,594482982,45,43,45,0,3,146,F,Minor,85,22,37,13,0,7,30,594.482982
Yandel 150,"Yandel, Feid",2,2021,9,3,9/3/2021,5403,6,593917618,118,116,96,0,3,168,C#,Major,67,29,47,5,0,22,26,593.917618
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1,2014,1,1,1/1/2014,5148,0,588955257,90,22,365,0,114,91,G#,Major,57,30,89,10,0,33,8,588.955257
Toxic,BoyWithUke,2,2022,12,20,12/20/2022,3618,38,585695368,47,74,80,14,194,168,F#,Minor,78,58,73,5,0,10,7,585.695368
House Of Memories,Panic! At The Disco,1,2021,11,12,11/12/2021,4635,5,583687007,50,49,30,1,2,93,,Major,63,21,52,28,0,9,3,583.687007
California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",1,2021,9,10,9/10/2021,1795,0,582981380,34,23,118,0,,180,G#,Minor,59,69,61,84,0,46,36,582.98138
Mon Amour - Remix,"Aitana, zzoilo",1,2016,1,15,1/15/2016,2948,0,582863434,10,2,150,0,0,110,B,Minor,51,48,82,0,0,5,3,582.863434
Rich Flex,"Drake, 21 Savage",3,1995,12,28,12/28/1995,18773,0,579395142,128,17,"1,663",0,0,92,G,Major,77,76,84,3,0,38,4,579.395142
Atlantis,Seafret,2,2020,9,21,9/21/2020,3221,2,578207856,67,13,139,0,40,116,D,Major,75,36,76,12,0,10,10,578.207856
Angels Like You,Miley Cyrus,2,2022,11,4,11/4/2022,4657,18,573633020,84,84,42,0,23,153,B,Minor,56,42,52,5,0,36,24,573.63302
Don't Be Shy,"Ti��sto, Kar",1,2015,4,22,4/22/2015,3045,6,571386359,43,53,134,1,32,166,G#,Minor,40,23,48,5,0,12,3,571.386359
Still Don't Know My Name,Labrinth,1,2020,11,27,11/27/2020,3372,19,570515054,65,48,138,1,102,122,F,Major,67,49,64,10,0,10,3,570.515054
family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",2,2021,8,1,8/1/2021,6026,0,566954746,171,51,187,1,21,120,B,Minor,77,51,79,20,0,26,6,566.954746
WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",1,2019,10,4,10/4/2019,6332,0,563902868,47,116,266,0,0,88,F,Major,31,31,63,47,27,21,12,563.902868
Formula,Labrinth,2,2021,8,27,8/27/2021,6308,5,560222750,114,15,63,0,2,134,C#,Major,71,14,61,1,0,23,33,560.22275
La Bebe - Remix,"Peso Pluma, Yng Lvcas",3,2022,4,27,4/27/2022,5491,14,556585270,128,84,75,0,35,83,C#,Major,46,34,64,31,0,7,34,556.58527
Pink Venom,BLACKPINK,1,2019,10,4,10/4/2019,3444,7,554875730,24,85,102,0,1,145,B,Major,57,23,66,4,6,15,4,554.87573
Envolver,Anitta,2,2023,3,17,3/17/2023,2953,44,553634067,49,110,66,13,339,170,D,Minor,81,56,48,21,0,8,33,553.634067
Es un Secreto,Plan B,1,2022,8,19,8/19/2022,1963,16,551305895,57,119,77,1,13,90,,Major,80,71,69,2,0,27,10,551.305895
Love Nwantiti - Remix,"Ckay, AX'EL, Dj Yo!",1,2021,11,11,11/11/2021,4673,2,546191065,123,113,180,1,4,92,E,Minor,81,40,73,15,0,9,8,546.191065
One Right Now (with The Weeknd),"The Weeknd, Post Malone",1,2010,7,20,7/20/2010,492,36,540654286,4,3,19,0,0,95,F#,Minor,84,52,77,12,0,7,4,540.654286
La Jumpa,"Arcangel, Bad Bunny",3,2019,8,30,8/30/2019,2696,0,540539717,42,2,57,0,,120,G#,Major,58,44,60,44,9,5,6,540.539717
Escapism.,"RAYE, 070 Shake",2,2021,11,5,11/5/2021,4771,0,539595276,68,18,75,0,1,97,C#,Major,68,72,78,4,0,7,5,539.595276
Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",2,2022,11,30,11/30/2022,3794,34,538115192,47,77,53,10,8,123,G#,Major,71,58,70,30,0,32,19,538.115192
AM Remix,"J Balvin, Nio Garcia, Bad Bunny",2,2022,10,12,10/12/2022,5129,25,532336353,116,84,114,18,348,96,D,Major,54,25,74,14,0,9,11,532.336353
Yo Voy (feat. Daddy Yankee),Zion & Lennox,3,2020,3,13,3/13/2020,6734,0,530511203,47,14,90,0,1,95,D,Major,77,40,47,2,0,9,3,530.511203
Feliz Navidad,Jos�� Felic,3,2021,6,24,6/24/2021,6556,0,528544703,93,5,67,1,0,172,F#,Minor,74,79,66,11,0,8,16,528.544703
Die For You - Remix,"Ariana Grande, The Weeknd",1,2004,5,4,5/4/2004,2954,2,527033089,18,82,0,0,5,95,A#,Major,81,56,70,4,0,5,24,527.033089
Get Into It (Yuh),Doja Cat,1,1970,11,1,11/1/1970,3788,0,520034544,21,3,10,0,0,148,D,Major,50,96,82,47,0,34,4,520.034544
Sobrio,Maluma,2,2023,2,24,2/24/2023,3408,47,518745108,87,86,74,1,16,67,C#,Minor,53,50,53,23,0,44,7,518.745108
Tacones Rojos,Sebastian Yatra,1,2021,6,25,6/25/2021,4999,0,516784627,43,19,73,12,0,92,G#,Minor,91,79,66,32,0,9,16,516.784627
Sky,Playboi Carti,1,2021,7,8,7/8/2021,3506,10,513643924,103,76,100,1,1,178,F,Major,76,63,77,14,0,15,22,513.643924
un x100to,"Bad Bunny, Grupo Frontera",1,2021,10,22,10/22/2021,3047,9,510876816,77,31,85,5,28,123,B,Minor,75,93,86,8,0,14,3,510.876816
Made You Look,Meghan Trainor,1,2020,12,25,12/25/2020,3297,3,506778838,25,3,52,0,1,140,D,Major,79,56,91,26,0,13,21,506.778838
Life Goes On,Oliver Tree,2,2023,4,17,4/17/2023,2876,40,505671438,41,205,54,12,251,83,F#,Minor,57,56,72,23,0,27,5,505.671438
Light Switch,Charlie Puth,1,2022,10,21,10/21/2022,3956,6,502574952,142,23,127,3,16,145,A#,Major,84,88,53,35,0,8,7,502.574952
Ain't Shit,Doja Cat,1,2020,7,17,7/17/2020,2868,0,501541661,43,15,116,0,,80,,Major,70,57,49,19,0,12,8,501.541661
Swim,Chase Atlantic,1,2022,1,19,1/19/2022,4049,0,500340342,119,6,85,1,1,184,F#,Major,69,91,63,11,0,9,31,500.340342
Miss You,"Robin Schulz, Oliver Tree",1,2021,6,25,6/25/2021,3436,0,499710590,32,6,46,0,1,124,D#,Major,86,62,49,51,0,35,21,499.71059
Cupid - Twin Ver.,Fifty Fifty,1,2017,10,4,10/4/2017,2742,0,498960285,5,1,62,0,0,120,G#,Major,67,8,54,27,0,8,4,498.960285
Boyfriend,Dove Cameron,2,2022,8,5,8/5/2022,5730,10,497225336,108,16,197,3,165,145,F#,Minor,59,20,74,1,0,15,5,497.225336
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",1,2023,2,24,2/24/2023,2942,77,496795686,91,212,78,6,0,120,B,Minor,78,76,59,43,0,34,3,496.795686
Lavender Haze,Taylor Swift,1,2022,2,11,2/11/2022,3766,0,496311364,76,0,102,0,2,180,G,Minor,35,23,61,23,0,19,6,496.311364
Underneath the Tree,Kelly Clarkson,3,2021,9,3,9/3/2021,5481,0,489945871,144,30,86,0,0,136,B,Minor,80,33,60,0,0,32,14,489.945871
Doja,Central Cee,1,2022,10,21,10/21/2022,3763,8,488386797,51,43,38,10,1,97,A#,Major,73,10,44,26,0,16,8,488.386797
Shut Down,BLACKPINK,1,2013,10,25,10/25/2013,6596,0,485285717,144,99,251,0,0,160,G#,Major,51,69,81,0,0,21,5,485.285717
Do They Know It's Christmas? - 1984 Version,Band Aid,1,2022,7,20,7/20/2022,4169,44,482257456,57,44,183,1,11,140,F#,Major,91,97,57,38,0,40,29,482.257456
"Sex, Drugs, Etc.",Beach Weather,1,2022,9,16,9/16/2022,1524,17,482175240,53,120,62,0,2,110,,Major,82,67,69,0,0,18,4,482.17524
La Corriente,"Tony Dize, Bad Bunny",1,1984,11,25,11/25/1984,14169,0,481697415,209,30,449,0,0,115,,Major,60,23,57,0,2,27,3,481.697415
LA INOCENTE,"Feid, Mora",1,2016,11,4,11/4/2016,3006,16,480507035,47,60,87,12,124,144,E,Minor,57,47,84,1,1,52,4,480.507035
Holly Jolly Christmas,Michael Bubl�,2,2022,5,6,5/6/2022,1796,8,479655659,8,25,18,1,0,196,B,Minor,66,58,79,23,0,22,20,479.655659
Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet",2,2022,4,1,4/1/2022,2598,37,477033549,28,57,43,8,85,92,F,Minor,76,46,79,31,0,7,6,477.033549
LOKERA,"Brray, Rauw Alejandro, Lyanno",1,2011,10,14,10/14/2011,7655,0,476244795,5,0,291,0,0,151,G,Major,65,70,47,87,0,9,4,476.244795
Mount Everest,Labrinth,2,1950,1,1,1/1/1950,10585,0,473248298,126,108,406,0,0,143,D,Major,60,86,32,88,0,34,6,473.248298
Lovers Rock,TV Girl,3,2022,7,25,7/25/2022,3301,30,471819764,72,64,64,6,3,102,B,Minor,83,58,83,21,0,10,5,471.819764
Oh My God,Adele,1,2019,6,21,6/21/2019,5443,0,467727006,45,1,80,0,12,89,,Minor,46,43,43,23,8,8,22,467.727006
C��,Rauw Alejandro,1,2014,6,5,6/5/2014,6339,13,466231982,3,1,36,1,37,105,F,Minor,56,57,87,0,1,10,4,466.231982
AMG,"Natanael Cano, Gabito Ballesteros, Peso Pluma",1,2021,11,19,11/19/2021,4431,0,466214729,105,7,199,0,0,88,C#,Major,53,55,73,9,0,3,5,466.214729
Ferrari,"James Hype, Miggy Dela Rosa",1,2021,6,25,6/25/2021,2636,3,465959382,36,82,39,0,5,102,A,Minor,77,26,63,58,0,11,5,465.959382
Despu��s de la P,Bad Bunny,3,2022,11,24,11/24/2022,995,19,463564958,12,117,9,5,3,136,B,Minor,77,79,73,15,0,27,10,463.564958
NEW MAGIC WAND,"Tyler, The Creator",2,2022,3,14,3/14/2022,7758,28,462791599,173,79,175,0,168,125,C#,Minor,84,70,69,1,0,5,5,462.791599
Happy Xmas (War Is Over),"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",1,2022,5,6,5/6/2022,2229,0,461558540,27,44,24,0,5,78,F,Major,56,61,90,36,0,18,31,461.55854
Normal,Feid,2,2019,5,16,5/16/2019,4708,0,461437791,13,7,55,0,1,140,F,Minor,62,46,73,10,0,67,11,461.437791
Just Wanna Rock,Lil Uzi Vert,4,1971,12,1,12/1/1971,10829,0,460492795,130,1,390,0,0,147,D,Major,33,39,61,32,0,77,3,460.492795
Something in the Orange,Zach Bryan,1,2022,7,8,7/8/2022,2461,36,459276435,47,66,45,5,6,170,E,Minor,71,59,56,4,0,27,12,459.276435
